pipeline	percId	majorRef	minorReft	noMajorRef	noMinorRef	noBinMajorRef	noBinMinorRef	noBinJunk	noBinRand	time	memory	mappedRef	acutalRef	mismatches	indels	length	alnLength	ins	del	Duplicated
clairMajorRef	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	19.07	88716.00	1.00	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	19.07	88716.00	2.00	KY806003-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	19.29	88264.00	1.00	KC620537-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	19.29	88264.00	2.00	KY806003-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	18.93	89216.00	1.00	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	18.93	89216.00	2.00	KY806003-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	19.71	84684.00	1.00	KY806003-ORF2	8.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.10	KY806003-ORF2	KC620537-ORF2	22829.00	5784.00	NA	NA	NA	NA	19.71	84684.00	2.00	KY806003-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.00	KY806003-ORF2	KP081538-ORF2	22885.00	5795.00	NA	NA	NA	NA	19.07	89212.00	1.00	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.00	KY806003-ORF2	KP081538-ORF2	22885.00	5795.00	NA	NA	NA	NA	21.73	84336.00	1.00	KP081538-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.00	KY806003-ORF2	KP081538-ORF2	22885.00	5795.00	NA	NA	NA	NA	21.73	84336.00	2.00	KY806003-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.00	KY806003-ORF2	KP081538-ORF2	22885.00	5795.00	NA	NA	NA	NA	18.85	86236.00	1.00	KY806003-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	2.00	KY806003-ORF2	KP081538-ORF2	22885.00	5795.00	NA	NA	NA	NA	19.41	88704.00	1.00	KY806003-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.00	KY806003-ORF2	KP081538-ORF2	22885.00	5795.00	NA	NA	NA	NA	19.41	88704.00	2.00	KY806003-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	19.26	87084.00	1.00	KY806032-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	19.26	87084.00	2.00	KY806032-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	20.11	89316.00	1.00	KY806032-ORF2	9.00	1.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	20.11	89316.00	2.00	KY806032-ORF2	4.00	1.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	18.94	88608.00	1.00	KY806032-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	18.94	88608.00	2.00	KY806032-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	19.57	85156.00	1.00	KY806032-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.10	KY806032-ORF2	KC620537-ORF2	23393.00	5811.00	NA	NA	NA	NA	19.57	85156.00	2.00	KY806032-ORF2	8.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	18.96	87968.00	1.00	KY810321-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	18.96	87968.00	2.00	KY810321-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	21.43	92140.00	1.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	21.43	92140.00	2.00	KY810321-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	18.65	89560.00	1.00	KY810321-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	19.32	85960.00	1.00	KY810321-ORF2	14.00	6.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.80	KY810321-ORF2	HQ202951-ORF2	22754.00	5804.00	NA	NA	NA	NA	19.32	85960.00	2.00	KY810321-ORF2	13.00	6.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.01	90008.00	1.00	KY940535-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.01	90008.00	2.00	KY940535-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.35	86484.00	1.00	KY940535-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.35	86484.00	2.00	KY940535-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.40	85404.00	1.00	KY940535-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.40	85404.00	2.00	KY940535-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.99	83516.00	1.00	KY940535-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.00	KY940535-ORF2	HM038034-ORF2	23385.00	5993.00	NA	NA	NA	NA	19.99	83516.00	2.00	KY940535-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	19.28	88464.00	1.00	LC004750-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	19.66	89872.00	1.00	MH509735-ORF2	11.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	19.66	89872.00	2.00	LC004750-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	18.87	87004.00	1.00	LC004750-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	18.87	87004.00	2.00	LC004750-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	20.41	82708.00	1.00	LC004750-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	3.50	LC004750-ORF2	MH509735-ORF2	22411.00	5733.00	NA	NA	NA	NA	20.41	82708.00	2.00	LC004750-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMajorRef	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.70	88936.00	1.00	LC008137-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.70	88936.00	2.00	LC008137-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.00	90952.00	1.00	LC008137-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.00	90952.00	2.00	LC008137-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.17	90808.00	1.00	LC008137-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.17	90808.00	2.00	LC008137-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.08	85088.00	1.00	LC008137-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	1.40	LC008137-ORF2	MH509733-ORF2	22862.00	5743.00	NA	NA	NA	NA	19.08	85088.00	2.00	LC008137-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	18.94	91084.00	1.00	LC278333-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	18.94	91084.00	2.00	LC278333-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	18.86	92092.00	1.00	LC278333-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	18.86	92092.00	2.00	LC278333-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	18.01	87464.00	1.00	LC278333-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	19.73	88408.00	1.00	LC278333-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	1.40	LC278333-ORF2	EU450613-ORF2	22328.00	5589.00	NA	NA	NA	NA	19.73	88408.00	2.00	LC278333-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMajorRef	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	18.55	87472.00	1.00	LC278333-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	18.55	87472.00	2.00	LC278333-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	18.82	87512.00	1.00	HQ202951-ORF2	5.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	18.82	87512.00	2.00	LC278333-ORF2	3.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	19.07	90392.00	1.00	LC278333-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	19.07	90392.00	2.00	LC278333-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	19.56	87744.00	1.00	LC278333-ORF2	13.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.10	LC278333-ORF2	HQ202951-ORF2	23180.00	5658.00	NA	NA	NA	NA	19.56	87744.00	2.00	LC278333-ORF2	11.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	18.80	91436.00	1.00	LC278333-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	21.66	90564.00	1.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	21.66	90564.00	2.00	LC278333-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	20.63	93868.00	1.00	LC278333-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	20.63	93868.00	2.00	LC278333-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	20.11	91808.00	1.00	LC278333-ORF2	11.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	1.40	LC278333-ORF2	KR868575-ORF2	23630.00	5919.00	NA	NA	NA	NA	20.11	91808.00	2.00	LC278333-ORF2	11.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMajorRef	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	19.89	84404.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	19.89	84404.00	2.00	LC278346-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	21.03	84848.00	1.00	AB512130-ORF2	9.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	21.03	84848.00	2.00	LC278346-ORF2	6.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	19.31	85292.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	19.52	82840.00	1.00	LC278346-ORF2	26.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.00	LC278346-ORF2	AB512130-ORF2	22271.00	5743.00	NA	NA	NA	NA	19.52	82840.00	2.00	LC278346-ORF2	24.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.29	87804.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.45	87048.00	1.00	AF465211-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.45	87048.00	2.00	LC278346-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.06	88420.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.06	88420.00	2.00	LC278346-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.48	85776.00	1.00	AF465211-ORF2	22.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	3.30	LC278346-ORF2	AF465211-ORF2	23083.00	5764.00	NA	NA	NA	NA	19.48	85776.00	2.00	LC278346-ORF2	21.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	19.25	84836.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	19.25	84836.00	2.00	LC278346-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	19.37	86972.00	1.00	HQ202948-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	19.37	86972.00	2.00	LC278346-ORF2	10.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	19.04	87292.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	19.04	87292.00	2.00	LC278346-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	20.20	85840.00	1.00	LC278346-ORF2	20.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.40	LC278346-ORF2	HQ202948-ORF2	23253.00	5949.00	NA	NA	NA	NA	20.20	85840.00	2.00	LC278346-ORF2	19.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	19.21	90248.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	19.21	90248.00	2.00	LC278346-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	19.32	86324.00	1.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	19.32	86324.00	2.00	LC278346-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	18.95	88620.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	18.95	88620.00	2.00	LC278346-ORF2	2.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	19.90	88100.00	1.00	LC278346-ORF2	20.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	2.80	LC278346-ORF2	KM924366-ORF2	22671.00	5610.00	NA	NA	NA	NA	19.90	88100.00	2.00	LC278346-ORF2	20.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMajorRef	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	19.14	89256.00	1.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	19.14	89256.00	2.00	LC278346-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	19.64	90880.00	1.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	19.64	90880.00	2.00	LC278346-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	20.68	89920.00	1.00	LC278346-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	23.31	88604.00	1.00	LC278346-ORF2	17.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	1.40	LC278346-ORF2	KX828216-ORF2	23361.00	5942.00	NA	NA	NA	NA	23.31	88604.00	2.00	LC278346-ORF2	16.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.10	LC278348-ORF2	AB512130-ORF2	23199.00	5744.00	NA	NA	NA	NA	20.77	86756.00	1.00	LC278348-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.10	LC278348-ORF2	AB512130-ORF2	23199.00	5744.00	NA	NA	NA	NA	19.15	86032.00	1.00	LC278348-ORF2	6.00	1.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.10	LC278348-ORF2	AB512130-ORF2	23199.00	5744.00	NA	NA	NA	NA	19.15	86032.00	2.00	LC278348-ORF2	3.00	1.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.10	LC278348-ORF2	AB512130-ORF2	23199.00	5744.00	NA	NA	NA	NA	18.99	85588.00	1.00	LC278348-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	2.10	LC278348-ORF2	AB512130-ORF2	23199.00	5744.00	NA	NA	NA	NA	19.61	83268.00	1.00	LC278348-ORF2	15.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	2.10	LC278348-ORF2	AB512130-ORF2	23199.00	5744.00	NA	NA	NA	NA	19.61	83268.00	2.00	LC278348-ORF2	14.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	23.23	87376.00	1.00	LC310732-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	23.23	87376.00	2.00	LC310732-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	22.07	87832.00	1.00	EU057188-ORF2	4.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	22.07	87832.00	2.00	NA	NA	NA	0.00	0.00	0.00	0.00	FALSE
clairConsensus	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	19.56	88504.00	1.00	LC310732-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	19.96	85876.00	1.00	LC310732-ORF2	15.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairDistRef	3.10	LC310732-ORF2	EU057188-ORF2	22982.00	5795.00	NA	NA	NA	NA	19.96	85876.00	2.00	LC310732-ORF2	14.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMajorRef	2.10	LC310740-ORF2	JF683403-ORF2	22785.00	5658.00	NA	NA	NA	NA	18.92	83272.00	1.00	LC310740-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairMinorRef	2.10	LC310740-ORF2	JF683403-ORF2	22785.00	5658.00	NA	NA	NA	NA	20.12	84804.00	1.00	JF683403-ORF2	7.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMinorRef	2.10	LC310740-ORF2	JF683403-ORF2	22785.00	5658.00	NA	NA	NA	NA	20.12	84804.00	2.00	LC310740-ORF2	1.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairConsensus	2.10	LC310740-ORF2	JF683403-ORF2	22785.00	5658.00	NA	NA	NA	NA	19.32	83044.00	1.00	LC310740-ORF2	0.00	1.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	2.10	LC310740-ORF2	JF683403-ORF2	22785.00	5658.00	NA	NA	NA	NA	19.64	79992.00	1.00	LC310740-ORF2	13.00	0.00	0.00	0.00	0.00	0.00	FALSE
clairDistRef	2.10	LC310740-ORF2	JF683403-ORF2	22785.00	5658.00	NA	NA	NA	NA	19.64	79992.00	2.00	LC310740-ORF2	13.00	0.00	0.00	0.00	0.00	0.00	TRUE
clairMajorRef	1.40	LC310740-ORF2	KR868575-ORF2	22780.00	5662.00	NA	NA	NA	NA	19.48	87972.00	1.00	LC310740-ORF2	0.00	0.00	0.00	0.00	0.00	0.00	FALSE
