Program	fastqFile	Computer	readsInFastq	extractionSize	readsExtracted	Replicate	Threads	ElapsedTime	CPUKernTime	CPUserTime	MaxResidentMemoryInKb	PercentCPU
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	4.00	1.00	73.59	11.60	15.88	1328.00	37%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	1.00	78.25	16.93	43.20	16652.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	2.00	73.67	13.41	39.56	15796.00	71%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	3.00	73.83	12.64	40.35	15808.00	71%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	1.00	72.88	11.44	15.58	1232.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	5.00	1.00	73.93	11.14	15.91	1132.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	1.00	78.95	16.19	43.85	15252.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	2.00	73.82	13.31	39.67	15616.00	71%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	3.00	73.87	13.89	39.03	15484.00	71%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	1.00	72.88	11.68	16.47	1320.00	38%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	6.00	1.00	72.99	12.07	15.79	1204.00	38%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	1.00	75.85	16.96	42.91	15088.00	78%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	2.00	79.60	13.63	39.46	15392.00	66%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	3.00	73.84	12.95	40.13	15600.00	71%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	1.00	74.17	11.21	15.87	1192.00	36%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	7.00	1.00	75.85	11.43	15.92	1156.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	1.00	74.25	16.33	43.50	16092.00	80%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	2.00	73.75	13.13	40.07	16616.00	72%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	3.00	76.74	13.29	39.72	16564.00	69%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	1.00	74.04	11.02	16.12	1184.00	36%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	8.00	1.00	75.10	11.38	15.94	1260.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	1.00	73.72	16.05	43.59	15040.00	80%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	2.00	73.82	13.23	39.82	15332.00	71%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	3.00	81.00	13.39	40.09	16020.00	66%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	1.00	73.07	11.24	16.40	1272.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	9.00	1.00	72.91	11.20	16.00	1160.00	37%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	1.00	73.79	16.70	43.32	15904.00	81%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	2.00	76.93	13.42	39.82	16444.00	69%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	3.00	77.67	13.36	39.97	15980.00	68%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	1.00	73.00	11.24	16.42	1140.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	890.00	890.00	10.00	1.00	78.83	11.41	16.41	1240.00	35%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	1.00	80.26	16.95	44.91	17452.00	77%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	2.00	75.56	13.41	40.50	16528.00	71%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	3.00	77.17	13.81	40.23	17260.00	70%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	1.00	74.98	12.01	15.80	1944.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	1.00	1.00	76.50	11.80	15.81	1868.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	1.00	80.46	16.84	44.97	16616.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	2.00	77.47	13.38	40.22	16564.00	69%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	3.00	75.85	13.75	40.13	17008.00	71%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	1.00	75.33	11.80	16.50	1916.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	2.00	1.00	75.52	11.97	15.40	1876.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	1.00	81.66	17.86	44.36	16816.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	2.00	78.18	13.64	40.32	16484.00	69%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	3.00	80.73	13.39	40.32	16496.00	66%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	1.00	74.86	11.87	16.36	1908.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	3.00	1.00	74.01	11.70	15.47	1924.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	1.00	78.45	17.50	44.73	17748.00	79%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	2.00	80.18	13.60	40.64	16448.00	67%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	3.00	75.68	13.72	40.51	17388.00	71%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	1.00	75.61	11.76	16.35	2020.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	4.00	1.00	75.19	11.90	16.08	1912.00	37%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	1.00	77.90	16.96	44.84	16816.00	79%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	2.00	84.61	13.74	40.41	16680.00	64%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	3.00	76.64	13.13	40.85	17004.00	70%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	1.00	75.21	11.84	16.46	1876.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	5.00	1.00	75.79	11.71	15.97	1924.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	1.00	75.94	17.17	44.49	16364.00	81%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	2.00	76.00	13.44	40.22	16460.00	70%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	3.00	76.74	14.20	39.70	16860.00	70%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	1.00	74.18	12.22	15.96	1944.00	38%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	6.00	1.00	74.79	12.68	15.61	1936.00	37%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	1.00	78.92	16.94	45.00	16680.00	78%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	2.00	76.44	13.45	40.47	16464.00	70%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	3.00	76.74	13.49	40.15	18208.00	69%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	1.00	78.99	11.58	16.60	1952.00	35%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	7.00	1.00	74.34	11.53	16.22	2012.00	37%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	1.00	82.38	17.20	46.19	16900.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	2.00	77.55	14.12	39.74	16564.00	69%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	3.00	76.38	13.83	40.26	16332.00	70%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	1.00	75.04	11.92	16.10	2020.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	8.00	1.00	75.40	11.90	15.63	1916.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	1.00	79.41	17.12	44.80	17892.00	77%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	2.00	77.16	13.47	40.51	16660.00	69%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	3.00	80.33	13.74	40.17	16604.00	67%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	1.00	76.10	11.37	16.77	1968.00	36%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	9.00	1.00	74.66	12.32	16.09	2036.00	38%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	1.00	79.24	17.74	45.22	16768.00	79%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	2.00	77.74	13.90	39.96	16416.00	69%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	3.00	76.11	14.19	39.71	16292.00	70%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	1.00	74.75	11.77	16.25	1924.00	37%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	8908.00	8908.00	10.00	1.00	75.77	11.75	15.77	2040.00	36%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	1.00	100.69	20.94	51.13	28548.00	71%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	2.00	88.71	16.50	42.99	28280.00	67%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	3.00	91.32	15.46	43.93	28860.00	65%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	1.00	90.69	13.26	16.48	8492.00	32%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	1.00	1.00	90.16	13.19	15.49	8480.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	1.00	97.82	21.08	50.26	29908.00	72%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	2.00	93.21	15.94	43.41	28908.00	63%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	3.00	93.70	16.04	43.19	29040.00	63%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	1.00	88.88	13.85	15.91	8452.00	33%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	2.00	1.00	91.82	13.40	15.22	8544.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	1.00	94.62	21.98	50.21	29456.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	2.00	91.86	15.28	44.01	29028.00	64%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	3.00	95.53	16.12	43.16	29052.00	62%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	1.00	92.19	13.37	16.47	8456.00	32%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	3.00	1.00	89.46	13.46	15.30	8400.00	32%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	1.00	96.78	21.89	50.35	29348.00	74%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	2.00	91.29	15.47	43.97	28816.00	65%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	3.00	91.92	15.88	43.27	28596.00	64%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	1.00	87.95	14.27	15.42	8424.00	33%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	4.00	1.00	92.02	13.32	15.37	8564.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	1.00	101.58	21.46	50.83	29800.00	71%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	2.00	93.05	15.69	43.88	28656.00	64%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	3.00	91.51	15.74	43.46	28696.00	64%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	1.00	90.43	12.89	16.88	8384.00	32%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	5.00	1.00	91.63	13.65	14.95	8484.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	1.00	95.34	21.49	50.15	29028.00	75%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	2.00	94.08	15.09	44.17	28296.00	62%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	3.00	92.17	15.21	44.12	29052.00	64%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	1.00	95.30	13.28	16.58	8456.00	31%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	6.00	1.00	89.81	13.87	14.85	8612.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	1.00	92.74	20.69	50.25	28580.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	2.00	92.86	15.56	43.59	28400.00	63%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	3.00	89.21	16.71	43.19	29036.00	67%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	1.00	89.45	13.29	16.45	8592.00	33%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	7.00	1.00	90.12	13.28	15.36	8504.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	1.00	96.57	21.43	50.35	29672.00	74%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	2.00	90.25	16.26	42.94	28728.00	65%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	3.00	92.64	15.57	43.87	29248.00	64%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	1.00	88.51	13.57	16.21	8496.00	33%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	8.00	1.00	94.51	13.42	15.30	8588.00	30%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	1.00	97.44	21.97	50.54	29872.00	74%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	2.00	89.92	16.07	43.07	28772.00	65%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	3.00	91.11	15.96	43.31	28848.00	65%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	1.00	90.44	13.36	16.23	8484.00	32%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	9.00	1.00	95.45	13.39	15.30	8432.00	30%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	1.00	96.45	22.55	51.03	29656.00	76%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	2.00	92.48	15.85	43.33	28940.00	64%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	3.00	95.97	15.97	43.07	29336.00	61%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	1.00	91.20	13.85	15.77	8452.00	32%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	89084.00	89084.00	10.00	1.00	89.90	13.45	15.26	8560.00	31%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	1.00	131.04	24.78	55.04	62268.00	60%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	2.00	121.64	19.68	47.42	63112.00	55%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	3.00	128.32	19.61	48.13	62196.00	52%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	1.00	121.32	16.75	18.19	18868.00	28%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	1.00	1.00	110.88	16.52	16.65	18876.00	29%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	1.00	128.56	24.83	55.60	64480.00	62%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	2.00	124.09	20.01	46.99	62540.00	53%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	3.00	120.07	19.88	47.52	61964.00	56%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	1.00	115.71	16.19	18.46	18972.00	29%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	2.00	1.00	119.95	16.01	16.74	18912.00	27%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	1.00	126.23	25.53	55.24	64652.00	63%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	2.00	126.65	19.57	47.43	63664.00	52%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	3.00	132.75	19.29	48.24	62784.00	50%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	1.00	122.59	16.34	18.28	18852.00	28%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	3.00	1.00	115.14	15.38	17.46	18888.00	28%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	1.00	126.58	25.25	55.07	66248.00	63%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	2.00	126.96	19.89	47.50	62944.00	53%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	3.00	128.76	19.60	47.59	62960.00	52%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	1.00	123.62	15.84	18.68	18888.00	27%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	4.00	1.00	111.27	16.25	16.74	18816.00	29%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	1.00	130.15	24.91	55.31	64884.00	61%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	2.00	121.13	20.15	47.20	62380.00	55%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	3.00	130.10	19.88	46.98	62696.00	51%
fqGetIds	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	1.00	111.13	16.16	18.46	18868.00	31%
fqGetIdsMem	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	5.00	1.00	122.24	16.09	16.91	18876.00	27%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	1.00	133.01	25.77	55.20	64800.00	60%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	2.00	128.74	19.33	47.99	62288.00	52%
seqkit	UP9_20191212_LSK109_IVM.barcode10.qcreads.fastq	piSlowIO	890841.00	222710.00	222710.00	6.00	3.00	125.11	18.95	48.41	62664.00	53%
